id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
392220,2,15,4,"SK Warne","RA Jadeja","RG Sharma",0,0,0,1,bowled,"SK Warne",NA,NA,"Rajasthan Royals","Deccan Chargers"
392220,2,16,3,"SK Trivedi","RA Jadeja","RP Singh",0,0,0,1,bowled,"SK Trivedi",NA,NA,"Rajasthan Royals","Deccan Chargers"
392220,2,19,3,"MM Patel","RA Jadeja","PP Ojha",0,0,0,1,"run out","MM Patel","TL Suman,AC Gilchrist",NA,"Rajasthan Royals","Deccan Chargers"
392221,1,2,3,"SC Ganguly","BB McCullum","R Vinay Kumar",0,0,0,1,caught,"SC Ganguly","MV Boucher",NA,"Kolkata Knight Riders","Royal Challengers Bangalore"
392221,1,4,2,"AN Ghosh","BB McCullum","R Vinay Kumar",0,0,0,1,caught,"AN Ghosh","MV Boucher",NA,"Kolkata Knight Riders","Royal Challengers Bangalore"
392221,1,13,2,"DJ Hussey","BB McCullum","B Akhil",0,0,0,1,bowled,"DJ Hussey",NA,NA,"Kolkata Knight Riders","Royal Challengers Bangalore"
392221,1,17,3,"AD Mathews","BB McCullum","A Kumble",0,0,0,1,caught,"AD Mathews","V Kohli",NA,"Kolkata Knight Riders","Royal Challengers Bangalore"
392221,2,8,2,"JH Kallis","JD Ryder","M Kartik",0,0,0,1,caught,"JH Kallis","BB McCullum",NA,"Royal Challengers Bangalore","Kolkata Knight Riders"
392221,2,9,2,"JD Ryder","RV Uthappa","AB Agarkar",0,0,0,1,caught,"JD Ryder","SC Ganguly",NA,"Royal Challengers Bangalore","Kolkata Knight Riders"
392221,2,10,6,"RV Uthappa","LRPL Taylor","M Kartik",0,0,0,1,caught,"RV Uthappa","AD Mathews",NA,"Royal Challengers Bangalore","Kolkata Knight Riders"
392221,2,15,4,"R Dravid","LRPL Taylor","BAW Mendis",0,0,0,1,"caught and bowled","R Dravid",NA,NA,"Royal Challengers Bangalore","Kolkata Knight Riders"
392222,1,1,2,"SM Katich","S Sohal","DS Kulkarni",0,0,0,1,caught,"SM Katich","Harbhajan Singh",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,3,2,"IK Pathan","S Sohal","DJ Bravo",0,0,0,1,"run out","IK Pathan","DJ Bravo",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,5,3,"KC Sangakkara","S Sohal","DJ Bravo",0,0,0,1,"run out","S Sohal","SR Tendulkar",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,9,1,"KC Sangakkara","Yuvraj Singh","Harbhajan Singh",0,0,0,1,bowled,"KC Sangakkara",NA,NA,"Kings XI Punjab","Mumbai Indians"
392222,1,11,1,"WA Mota","Yuvraj Singh","JP Duminy",0,0,0,1,caught,"WA Mota","Harbhajan Singh",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,11,4,"Yuvraj Singh","LA Pomersbach","JP Duminy",0,0,0,1,caught,"Yuvraj Singh","DJ Bravo",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,14,3,"LA Pomersbach","K Goel","AM Rahane",0,0,0,1,bowled,"LA Pomersbach",NA,NA,"Kings XI Punjab","Mumbai Indians"
392222,1,17,3,"B Lee","K Goel","SL Malinga",0,0,0,1,caught,"B Lee","RR Raje",NA,"Kings XI Punjab","Mumbai Indians"
392222,1,17,6,"K Goel","PP Chawla","SL Malinga",0,1,1,1,"run out","PP Chawla","YV Takawale",wides,"Kings XI Punjab","Mumbai Indians"
392222,2,2,1,"ST Jayasuriya","DJ Bravo","B Lee",0,0,0,1,caught,"ST Jayasuriya","WA Mota",NA,"Mumbai Indians","Kings XI Punjab"
392222,2,5,5,"AM Rahane","DJ Bravo","PP Chawla",0,0,0,1,lbw,"AM Rahane",NA,NA,"Mumbai Indians","Kings XI Punjab"
392223,1,1,3,"DA Warner","G Gambhir","WPUJC Vaas",0,0,0,1,caught,"DA Warner","Y Venugopal Rao",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,6,2,"TM Dilshan","G Gambhir","A Symonds",0,0,0,1,caught,"TM Dilshan","DB Ravi Teja",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,9,6,"G Gambhir","AB de Villiers","PP Ojha",0,0,0,1,caught,"G Gambhir","Y Venugopal Rao",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,13,6,"V Sehwag","AB de Villiers","WPUJC Vaas",0,0,0,1,caught,"V Sehwag","A Symonds",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,16,6,"AB de Villiers","KD Karthik","DR Smith",0,0,0,1,caught,"AB de Villiers","DB Ravi Teja",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,17,2,"R Bhatia","KD Karthik","PP Ojha",0,0,0,1,caught,"R Bhatia","Shoaib Ahmed",NA,"Delhi Daredevils","Deccan Chargers"
392223,1,19,1,"A Mishra","KD Karthik","WPUJC Vaas",0,0,0,1,"run out","A Mishra","AC Gilchrist",NA,"Delhi Daredevils","Deccan Chargers"
392223,2,2,6,"TL Suman","AC Gilchrist","PJ Sangwan",0,0,0,1,caught,"TL Suman","A Nehra",NA,"Deccan Chargers","Delhi Daredevils"
392223,2,4,2,"RG Sharma","AC Gilchrist","PJ Sangwan",0,0,0,1,caught,"RG Sharma","DA Warner",NA,"Deccan Chargers","Delhi Daredevils"
392223,2,10,5,"AC Gilchrist","DB Ravi Teja","PJ Sangwan",0,0,0,1,bowled,"AC Gilchrist",NA,NA,"Deccan Chargers","Delhi Daredevils"
392223,2,16,6,"DB Ravi Teja","A Symonds","DP Nannes",0,0,0,1,caught,"DB Ravi Teja","R Bhatia",NA,"Deccan Chargers","Delhi Daredevils"
392223,2,17,2,"A Symonds","DR Smith","R Bhatia",0,0,0,1,bowled,"A Symonds",NA,NA,"Deccan Chargers","Delhi Daredevils"
392223,2,17,4,"DR Smith","Y Venugopal Rao","R Bhatia",0,0,0,1,bowled,"DR Smith",NA,NA,"Deccan Chargers","Delhi Daredevils"
392223,2,18,3,"Y Venugopal Rao","WPUJC Vaas","A Nehra",0,0,0,1,caught,"Y Venugopal Rao","KD Karthik",NA,"Deccan Chargers","Delhi Daredevils"
392223,2,18,4,"RP Singh","WPUJC Vaas","A Nehra",0,0,0,1,"run out","RP Singh","A Nehra",NA,"Deccan Chargers","Delhi Daredevils"
392223,2,19,3,"PP Ojha","WPUJC Vaas","R Bhatia",0,0,0,1,bowled,"PP Ojha",NA,NA,"Deccan Chargers","Delhi Daredevils"
392223,2,19,4,"Shoaib Ahmed","WPUJC Vaas","R Bhatia",0,0,0,1,caught,"Shoaib Ahmed","AB de Villiers",NA,"Deccan Chargers","Delhi Daredevils"
392224,1,3,3,"M Vijay","ML Hayden","JH Kallis",0,0,0,1,caught,"M Vijay","RV Uthappa",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,5,4,"SK Raina","ML Hayden","JH Kallis",0,0,0,1,caught,"SK Raina","RE van der Merwe",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,12,1,"MS Dhoni","ML Hayden","RE van der Merwe",0,0,0,1,"caught and bowled","MS Dhoni",NA,NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,13,2,"ML Hayden","JDP Oram","A Kumble",0,0,0,1,caught,"ML Hayden","R Vinay Kumar",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,16,1,"S Badrinath","JDP Oram","A Kumble",0,0,0,1,caught,"S Badrinath","RV Uthappa",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,17,4,"JA Morkel","JDP Oram","P Kumar",0,0,0,1,caught,"JA Morkel","A Kumble",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,18,2,"JDP Oram","SB Jakati","R Vinay Kumar",0,0,0,1,caught,"JDP Oram","MV Boucher",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,18,3,"L Balaji","SB Jakati","R Vinay Kumar",0,0,0,1,caught,"L Balaji","A Kumble",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,19,3,"M Muralitharan","SB Jakati","P Kumar",0,0,0,1,"run out","M Muralitharan","P Kumar",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,1,19,4,"SB Jakati","S Tyagi","P Kumar",1,0,1,1,"run out","S Tyagi","B Akhil,P Kumar",NA,"Chennai Super Kings","Royal Challengers Bangalore"
392224,2,0,3,"JH Kallis","RV Uthappa","JA Morkel",0,0,0,1,lbw,"JH Kallis",NA,NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,1,5,"R Dravid","RV Uthappa","S Tyagi",0,0,0,1,caught,"R Dravid","S Badrinath",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,4,4,"RV Uthappa","LRPL Taylor","JA Morkel",0,0,0,1,lbw,"RV Uthappa",NA,NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,14,2,"V Kohli","LRPL Taylor","L Balaji",0,0,0,1,caught,"V Kohli","JDP Oram",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,15,1,"MV Boucher","LRPL Taylor","M Muralitharan",0,0,0,1,caught,"MV Boucher","ML Hayden",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,16,6,"RE van der Merwe","LRPL Taylor","L Balaji",1,0,1,1,"run out","RE van der Merwe","M Muralitharan,MS Dhoni",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,17,3,"B Akhil","LRPL Taylor","JDP Oram",0,0,0,1,caught,"B Akhil","S Tyagi",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392224,2,19,1,"LRPL Taylor","P Kumar","JDP Oram",0,0,0,1,caught,"LRPL Taylor","MS Dhoni",NA,"Royal Challengers Bangalore","Chennai Super Kings"
392225,1,6,3,"GC Smith","RJ Quiney","Harbhajan Singh",0,0,0,1,caught,"GC Smith","JP Duminy",NA,"Rajasthan Royals","Mumbai Indians"
392225,1,9,5,"YK Pathan","RJ Quiney","C Nanda",0,0,0,1,caught,"YK Pathan","SL Malinga",NA,"Rajasthan Royals","Mumbai Indians"
392225,1,15,5,"RJ Quiney","RA Jadeja","SL Malinga",0,0,0,1,bowled,"RJ Quiney",NA,NA,"Rajasthan Royals","Mumbai Indians"
392225,1,18,5,"SD Chitnis","RA Jadeja","DJ Bravo",0,0,0,1,caught,"SD Chitnis","AM Nayar",NA,"Rajasthan Royals","Mumbai Indians"
392225,1,19,1,"RA Jadeja","NV Ojha","ST Jayasuriya",0,0,0,1,caught,"RA Jadeja","DJ Bravo",NA,"Rajasthan Royals","Mumbai Indians"
392225,1,19,4,"NV Ojha","J Botha","ST Jayasuriya",0,0,0,1,caught,"NV Ojha","AM Rahane",NA,"Rajasthan Royals","Mumbai Indians"
392225,1,19,6,"J Botha","SK Warne","ST Jayasuriya",1,0,1,1,"run out","SK Warne","Harbhajan Singh,ST Jayasuriya",NA,"Rajasthan Royals","Mumbai Indians"
392225,2,1,3,"DJ Bravo","YV Takawale","MM Patel",0,0,0,1,"caught and bowled","DJ Bravo",NA,NA,"Mumbai Indians","Rajasthan Royals"
392225,2,4,6,"AM Rahane","YV Takawale","SK Warne",0,0,0,1,caught,"AM Rahane","AS Raut",NA,"Mumbai Indians","Rajasthan Royals"
392225,2,5,2,"YV Takawale","ST Jayasuriya","SK Trivedi",0,0,0,1,caught,"YV Takawale","NV Ojha",NA,"Mumbai Indians","Rajasthan Royals"
392225,2,11,1,"ST Jayasuriya","SR Tendulkar","SK Warne",0,0,0,1,caught,"ST Jayasuriya","YK Pathan",NA,"Mumbai Indians","Rajasthan Royals"
392225,2,13,1,"JP Duminy","SR Tendulkar","SK Trivedi",0,0,0,1,bowled,"JP Duminy",NA,NA,"Mumbai Indians","Rajasthan Royals"
392225,2,15,4,"SR Tendulkar","AM Nayar","SK Warne",0,0,0,1,lbw,"SR Tendulkar",NA,NA,"Mumbai Indians","Rajasthan Royals"
392225,2,18,4,"AM Nayar","Harbhajan Singh","J Botha",0,0,0,1,"run out","AM Nayar","NV Ojha",NA,"Mumbai Indians","Rajasthan Royals"
392225,2,19,2,"DS Kulkarni","Harbhajan Singh","MM Patel",0,0,0,1,lbw,"DS Kulkarni",NA,NA,"Mumbai Indians","Rajasthan Royals"
392225,2,19,3,"C Nanda","Harbhajan Singh","MM Patel",0,0,0,1,"run out","C Nanda","YK Pathan",NA,"Mumbai Indians","Rajasthan Royals"
392225,2,19,5,"SL Malinga","Harbhajan Singh","MM Patel",0,0,0,1,"run out","SL Malinga","SK Warne,MM Patel",NA,"Mumbai Indians","Rajasthan Royals"
392226,1,2,6,"V Sehwag","G Gambhir","B Lee",0,0,0,1,caught,"V Sehwag","KC Sangakkara",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,3,3,"G Gambhir","TM Dilshan","IK Pathan",1,0,1,1,"run out","G Gambhir","KC Sangakkara,WA Mota",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,7,2,"AB de Villiers","TM Dilshan","S Sreesanth",0,0,0,1,caught,"AB de Villiers","Yuvraj Singh",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,9,1,"TM Dilshan","M Manhas","S Sreesanth",0,0,0,1,caught,"TM Dilshan","Yuvraj Singh",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,15,4,"M Manhas","KD Karthik","WA Mota",0,0,0,1,caught,"M Manhas","S Sohal",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,16,6,"MF Maharoof","KD Karthik","B Lee",0,0,0,1,bowled,"MF Maharoof",NA,NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,17,6,"DL Vettori","KD Karthik","IK Pathan",0,0,0,1,caught,"DL Vettori","S Sohal",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,18,1,"R Bhatia","KD Karthik","B Lee",0,0,0,1,caught,"R Bhatia","PP Chawla",NA,"Delhi Daredevils","Kings XI Punjab"
392226,1,19,3,"KD Karthik","PJ Sangwan","IK Pathan",0,0,0,1,caught,"KD Karthik","WA Mota",NA,"Delhi Daredevils","Kings XI Punjab"
392226,2,3,1,"SM Katich","S Sohal","MF Maharoof",0,0,0,1,caught,"SM Katich","KD Karthik",NA,"Kings XI Punjab","Delhi Daredevils"
392226,2,4,1,"S Sohal","LA Pomersbach","A Nehra",0,0,0,1,bowled,"S Sohal",NA,NA,"Kings XI Punjab","Delhi Daredevils"
392226,2,5,2,"LA Pomersbach","Yuvraj Singh","MF Maharoof",0,0,0,1,caught,"LA Pomersbach","AB de Villiers",NA,"Kings XI Punjab","Delhi Daredevils"
392226,2,15,5,"Yuvraj Singh","KC Sangakkara","PJ Sangwan",0,0,0,1,caught,"Yuvraj Singh","V Sehwag",NA,"Kings XI Punjab","Delhi Daredevils"
392227,1,2,1,"DJ Bravo","ST Jayasuriya","JA Morkel",0,0,0,1,bowled,"DJ Bravo",NA,NA,"Mumbai Indians","Chennai Super Kings"
392227,1,5,6,"ST Jayasuriya","JP Duminy","S Tyagi",0,0,0,1,caught,"ST Jayasuriya","SK Raina",NA,"Mumbai Indians","Chennai Super Kings"
392227,1,10,5,"SR Tendulkar","JP Duminy","SK Raina",0,0,0,1,caught,"SR Tendulkar","L Balaji",NA,"Mumbai Indians","Chennai Super Kings"
392227,1,19,3,"AM Nayar","JP Duminy","JA Morkel",0,0,0,1,"run out","JP Duminy","JA Morkel",NA,"Mumbai Indians","Chennai Super Kings"
392227,1,19,6,"Harbhajan Singh","AM Nayar","JA Morkel",1,0,1,1,"run out","Harbhajan Singh","ML Hayden,MS Dhoni",NA,"Mumbai Indians","Chennai Super Kings"
392227,2,0,1,"PA Patel","ML Hayden","SL Malinga",0,0,0,1,lbw,"PA Patel",NA,NA,"Chennai Super Kings","Mumbai Indians"
392227,2,3,5,"SK Raina","ML Hayden","DJ Bravo",0,0,0,1,"caught and bowled","SK Raina",NA,NA,"Chennai Super Kings","Mumbai Indians"
392227,2,10,5,"S Badrinath","ML Hayden","DS Kulkarni",0,0,0,1,caught,"S Badrinath","YV Takawale",NA,"Chennai Super Kings","Mumbai Indians"
392228,1,4,3,"BB McCullum","SC Ganguly","RJ Harris",0,0,0,1,caught,"BB McCullum","TL Suman",NA,"Kolkata Knight Riders","Deccan Chargers"
392228,1,14,5,"SC Ganguly","BJ Hodge","RG Sharma",0,0,0,1,caught,"SC Ganguly","RJ Harris",NA,"Kolkata Knight Riders","Deccan Chargers"
392228,1,17,5,"BJ Hodge","DJ Hussey","RJ Harris",0,0,0,1,caught,"BJ Hodge","Harmeet Singh",NA,"Kolkata Knight Riders","Deccan Chargers"
392228,1,19,2,"WP Saha","DJ Hussey","A Symonds",0,0,0,1,caught,"WP Saha","RP Singh",NA,"Kolkata Knight Riders","Deccan Chargers"
392228,1,19,4,"DJ Hussey","Mashrafe Mortaza","A Symonds",0,0,0,1,"run out","DJ Hussey","AC Gilchrist",NA,"Kolkata Knight Riders","Deccan Chargers"
392228,2,9,2,"AC Gilchrist","HH Gibbs","BJ Hodge",0,0,0,1,caught,"AC Gilchrist","LR Shukla (sub)",NA,"Deccan Chargers","Kolkata Knight Riders"
392228,2,12,3,"HH Gibbs","TL Suman","M Kartik",0,0,0,1,caught,"HH Gibbs","DJ Hussey",NA,"Deccan Chargers","Kolkata Knight Riders"
392228,2,16,2,"A Symonds","TL Suman","AB Agarkar",1,0,1,1,"run out","TL Suman","AB Agarkar,BJ Hodge",NA,"Deccan Chargers","Kolkata Knight Riders"
392228,2,17,1,"A Symonds","RG Sharma","Mashrafe Mortaza",0,1,1,1,"run out","A Symonds","Mashrafe Mortaza",noballs,"Deccan Chargers","Kolkata Knight Riders"
392229,1,1,7,"S Sohal","SM Katich","RP Singh",0,0,0,1,caught,"S Sohal","RG Sharma",NA,"Kings XI Punjab","Deccan Chargers"
392229,1,2,6,"SM Katich","LA Pomersbach","A Symonds",0,0,0,1,"run out","LA Pomersbach","HH Gibbs,AC Gilchrist",NA,"Kings XI Punjab","Deccan Chargers"
392229,1,4,2,"SM Katich","Yuvraj Singh","A Symonds",0,0,0,1,caught,"SM Katich","PP Ojha",NA,"Kings XI Punjab","Deccan Chargers"
392229,1,8,5,"Yuvraj Singh","KC Sangakkara","Y Venugopal Rao",0,0,0,1,bowled,"Yuvraj Singh",NA,NA,"Kings XI Punjab","Deccan Chargers"
392229,1,16,1,"WA Mota","KC Sangakkara","TL Suman",0,0,0,1,caught,"WA Mota","RJ Harris",NA,"Kings XI Punjab","Deccan Chargers"
392229,1,17,6,"KC Sangakkara","IK Pathan","RP Singh",0,0,0,1,caught,"KC Sangakkara","RJ Harris",NA,"Kings XI Punjab","Deccan Chargers"
392229,1,19,3,"IK Pathan","B Lee","RP Singh",0,0,0,1,caught,"IK Pathan","HH Gibbs",NA,"Kings XI Punjab","Deccan Chargers"
392229,2,4,2,"AC Gilchrist","HH Gibbs","RR Powar",0,0,0,1,stumped,"AC Gilchrist","KC Sangakkara",NA,"Deccan Chargers","Kings XI Punjab"
392229,2,4,3,"TL Suman","HH Gibbs","RR Powar",0,0,0,1,bowled,"TL Suman",NA,NA,"Deccan Chargers","Kings XI Punjab"
392229,2,11,6,"HH Gibbs","A Symonds","Yuvraj Singh",0,0,0,1,caught,"HH Gibbs","PP Chawla",NA,"Deccan Chargers","Kings XI Punjab"
392229,2,13,1,"A Symonds","RG Sharma","Yuvraj Singh",0,0,0,1,stumped,"A Symonds","KC Sangakkara",NA,"Deccan Chargers","Kings XI Punjab"
392229,2,13,2,"Y Venugopal Rao","RG Sharma","Yuvraj Singh",0,0,0,1,bowled,"Y Venugopal Rao",NA,NA,"Deccan Chargers","Kings XI Punjab"
392229,2,18,2,"DB Ravi Teja","RG Sharma","B Lee",0,0,0,1,"run out","DB Ravi Teja","KC Sangakkara,B Lee",NA,"Deccan Chargers","Kings XI Punjab"
392229,2,19,4,"RG Sharma","RJ Harris","IK Pathan",0,0,0,1,bowled,"RG Sharma",NA,NA,"Deccan Chargers","Kings XI Punjab"
392229,2,19,6,"RP Singh","RJ Harris","IK Pathan",0,0,0,1,"caught and bowled","RP Singh",NA,NA,"Deccan Chargers","Kings XI Punjab"
392230,1,2,1,"G Gambhir","V Sehwag","MM Patel",0,0,0,1,"caught and bowled","G Gambhir",NA,NA,"Delhi Daredevils","Rajasthan Royals"
392230,1,2,5,"V Sehwag","AB de Villiers","MM Patel",0,0,0,1,lbw,"V Sehwag",NA,NA,"Delhi Daredevils","Rajasthan Royals"
392230,1,16,4,"TM Dilshan","AB de Villiers","J Botha",0,0,0,1,bowled,"TM Dilshan",NA,NA,"Delhi Daredevils","Rajasthan Royals"
392230,2,1,5,"GC Smith","RJ Quiney","DP Nannes",0,0,0,1,caught,"GC Smith","AM Salvi",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,2,2,"RJ Quiney","NV Ojha","A Nehra",0,0,0,1,caught,"RJ Quiney","DP Nannes",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,6,2,"NV Ojha","J Botha","AM Salvi",0,0,0,1,caught,"NV Ojha","V Sehwag",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,12,1,"RA Jadeja","J Botha","AM Salvi",0,0,0,1,caught,"RA Jadeja","KD Karthik",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,13,2,"YK Pathan","J Botha","MF Maharoof",0,0,0,1,caught,"YK Pathan","KD Karthik",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,15,5,"J Botha","AS Raut","MF Maharoof",0,0,0,1,caught,"J Botha","V Sehwag",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,16,1,"AS Raut","SK Warne","A Mishra",0,0,0,1,bowled,"AS Raut",NA,NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,16,2,"A Singh","SK Warne","A Mishra",0,0,0,1,stumped,"A Singh","KD Karthik",NA,"Rajasthan Royals","Delhi Daredevils"
392230,2,16,7,"SK Warne","SK Trivedi","A Mishra",0,0,0,1,stumped,"SK Warne","KD Karthik",NA,"Rajasthan Royals","Delhi Daredevils"
392231,1,6,2,"GJ Bailey","PA Patel","M Kartik",0,0,0,1,"run out","PA Patel","LR Shukla",NA,"Chennai Super Kings","Kolkata Knight Riders"
392231,1,9,1,"GJ Bailey","SK Raina","DJ Hussey",0,0,0,1,"run out","GJ Bailey","BJ Hodge",NA,"Chennai Super Kings","Kolkata Knight Riders"
392231,1,16,6,"SK Raina","MS Dhoni","AB Dinda",0,0,0,1,caught,"SK Raina","LR Shukla",NA,"Chennai Super Kings","Kolkata Knight Riders"
392231,2,4,4,"SC Ganguly","BB McCullum","M Muralitharan",0,0,0,1,bowled,"SC Ganguly",NA,NA,"Kolkata Knight Riders","Chennai Super Kings"
392231,2,13,6,"BB McCullum","BJ Hodge","SB Jakati",0,0,0,1,bowled,"BB McCullum",NA,NA,"Kolkata Knight Riders","Chennai Super Kings"
392231,2,15,2,"BJ Hodge","DJ Hussey","M Muralitharan",0,0,0,1,"run out","DJ Hussey","M Muralitharan,MS Dhoni",NA,"Kolkata Knight Riders","Chennai Super Kings"
392232,1,0,3,"V Sehwag","G Gambhir","P Kumar",0,0,0,1,caught,"V Sehwag","LRPL Taylor",NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,0,5,"M Manhas","G Gambhir","P Kumar",0,0,0,1,caught,"M Manhas","JH Kallis",NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,5,6,"G Gambhir","AB de Villiers","JH Kallis",0,0,0,1,caught,"G Gambhir","LRPL Taylor",NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,10,3,"AB de Villiers","KD Karthik","RE van der Merwe",0,0,0,1,bowled,"AB de Villiers",NA,NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,11,3,"AB McDonald","KD Karthik","A Kumble",0,0,0,1,bowled,"AB McDonald",NA,NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,16,7,"Y Nagar","KD Karthik","A Kumble",0,0,0,1,caught,"Y Nagar","RV Uthappa",NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,1,17,5,"KD Karthik","MF Maharoof","P Kumar",0,0,0,1,caught,"KD Karthik","RV Uthappa",NA,"Delhi Daredevils","Royal Challengers Bangalore"
392232,2,0,6,"RV Uthappa","JH Kallis","A Nehra",0,0,0,1,caught,"RV Uthappa","KD Karthik",NA,"Royal Challengers Bangalore","Delhi Daredevils"
392232,2,12,3,"R Dravid","JH Kallis","Y Nagar",0,0,0,1,"caught and bowled","R Dravid",NA,NA,"Royal Challengers Bangalore","Delhi Daredevils"
392232,2,14,5,"LRPL Taylor","JH Kallis","Y Nagar",0,0,0,1,caught,"LRPL Taylor","DL Vettori",NA,"Royal Challengers Bangalore","Delhi Daredevils"
392233,1,1,1,"RJ Quiney","NV Ojha","CK Langeveldt",0,0,0,1,caught,"RJ Quiney","SS Shaikh",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,2,6,"SA Asnodkar","NV Ojha","AB Dinda",0,0,0,1,"run out","SA Asnodkar","AB Dinda",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,3,3,"NV Ojha","Niraj Patel","CK Langeveldt",0,0,0,1,caught,"NV Ojha","SS Shaikh",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,5,3,"J Botha","Niraj Patel","AB Agarkar",0,0,0,1,bowled,"J Botha",NA,NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,9,2,"Niraj Patel","YK Pathan","CK Langeveldt",0,0,0,1,caught,"Niraj Patel","SC Ganguly",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,10,5,"YK Pathan","RA Jadeja","LR Shukla",0,0,0,1,"run out","YK Pathan","LR Shukla",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,11,2,"RA Jadeja","T Henderson","AB Agarkar",0,0,0,1,"run out","T Henderson","DJ Hussey",NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,17,2,"RA Jadeja","SK Warne","SS Sarkar",0,0,0,1,bowled,"RA Jadeja",NA,NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,1,19,3,"SK Warne","MM Patel","AB Agarkar",0,0,0,1,bowled,"SK Warne",NA,NA,"Rajasthan Royals","Kolkata Knight Riders"
392233,2,0,6,"SC Ganguly","BB McCullum","MM Patel",0,0,0,1,caught,"SC Ganguly","RA Jadeja",NA,"Kolkata Knight Riders","Rajasthan Royals"
392233,2,1,1,"BB McCullum","BJ Hodge","A Singh",0,0,0,1,lbw,"BB McCullum",NA,NA,"Kolkata Knight Riders","Rajasthan Royals"
392233,2,4,7,"Yashpal Singh","BJ Hodge","MM Patel",0,0,0,1,caught,"Yashpal Singh","RJ Quiney",NA,"Kolkata Knight Riders","Rajasthan Royals"
392233,2,7,1,"BJ Hodge","DJ Hussey","J Botha",0,0,0,1,stumped,"BJ Hodge","NV Ojha",NA,"Kolkata Knight Riders","Rajasthan Royals"
392233,2,9,1,"DJ Hussey","LR Shukla","J Botha",0,0,0,1,caught,"DJ Hussey","Niraj Patel",NA,"Kolkata Knight Riders","Rajasthan Royals"
392233,2,11,3,"LR Shukla","SS Shaikh","J Botha",0,0,0,1,"run out","SS Shaikh","J Botha,YK Pathan",NA,"Kolkata Knight Riders","Rajasthan Royals"
392234,1,4,5,"GJ Bailey","PA Patel","RR Powar",0,0,0,1,"run out","GJ Bailey","Yuvraj Singh",NA,"Chennai Super Kings","Kings XI Punjab"
392234,1,6,5,"PA Patel","SK Raina","RR Powar",0,0,0,1,bowled,"PA Patel",NA,NA,"Chennai Super Kings","Kings XI Punjab"
